"","modified","institutionCode","institutionID","CollectionCode","RightsHolder","License","DatasetID","DatasetName","type","language","AssociatedReferences","RecordedBY","BasisOfRecord","OrganismQuantityType","SamplingProtocol","sampleSizeValue","sampleSizeUnit","Habitat","country","stateProvince","verbatimLocality","geodeticDatum","continent","waterBody","GeoreferenceProtocol","georeferencedBy","georeferencedDate","georeferenceSources","georeferenceremarks","georeferenceVerificationStatus","IdentifiedBy","eventDate","year","month","day","CatalogNumber","OccurrenceID","EventID","FieldNumber","verbatimDepth","MinimumDepthInMeters","MaximumDepthInMeters","verbatimlocation","locality","locaionID","locationAccordingTo","locationRemarks","DecimalLatitude","DecimalLongitude","occurrenceStatus","scientificName","ScientificNameID","ScientificNameAuthorship","identificationQualifier","OrganismQuantity","taxonRank","kingdom","phylum","class","order","family","genus","subgenus","SpecificEpithet","InfraSpecificEpithet","taxonRemarks"
"399","2016-02-24","Atlantic Biological Station","EDMO 4161","FRB Manuscript report series (biological) No.883","Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans","http://creativecommons.org/licenses/by/4.0/legalcode","FRB_MS883_MacLellanSprague","FRB: Bottom fauna of Saint John Harbour and estuary as surveyed in 1959 and 1961","Event","En","MacLelland, D.C. and J.B. Sprague. 1966. Bottom fauna of Saint John Harbour and estuary as surveyed in 1959 and 1961. Fish. Res. Bd. Canada, St. Andrews Biological Station. MS Rept. 883, 24 p.","MacLelland, D.C. and J.B. Sprague","HumanObservation","individuals","Vessel held on station and benthic sample collected using a van Veen sampler (nominal sampling area of 0.1 sq. metres)","0.1","square metre","benthic","Canada","New Brunswick","Saint John Harbour and estuary","WGS84","North America","Atlantic Ocean","OBIS Canada Georeference Guidelines","Robert Branton (OBIS Canada)","2016-02-18","FRB report|GoogleEarth","Coordinates assigned using Google earth referencing map figure in publication and station location description described in publication table","verified by OBIS Canada data management team","FRB (Delphine C. Maclellan)",1961-10-26,"1961","10","26","1961_IX_1961-10-26_A_36","FRB_MS883_MacLellanSprague_1961_IX_1961-10-26_A_36","1961_IX_1961-10-26","1961-10-26IXA","14",3,54,"Saint John Harbour","Saint John Harbour","IX","FRB report|GoogleEarth","Coordinates assigned using Google earth referencing map figure in publication and station location description described in publication table",45.26454,-66.0423,"present","Streblospio benedicti",131191,"Webster, 1879",,1,"species","Animalia","Annelida","Polychaeta","Spionida","Spionidae","Streblospio",,"benedicti",,
"400","2016-02-24","Atlantic Biological Station","EDMO 4161","FRB Manuscript report series (biological) No.883","Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans","http://creativecommons.org/licenses/by/4.0/legalcode","FRB_MS883_MacLellanSprague","FRB: Bottom fauna of Saint John Harbour and estuary as surveyed in 1959 and 1961","Event","En","MacLelland, D.C. and J.B. Sprague. 1966. Bottom fauna of Saint John Harbour and estuary as surveyed in 1959 and 1961. Fish. Res. Bd. Canada, St. Andrews Biological Station. MS Rept. 883, 24 p.","MacLelland, D.C. and J.B. Sprague","HumanObservation","individuals","Vessel held on station and benthic sample collected using a van Veen sampler (nominal sampling area of 0.1 sq. metres)","0.1","square metre","benthic","Canada","New Brunswick","Saint John Harbour and estuary","WGS84","North America","Atlantic Ocean","OBIS Canada Georeference Guidelines","Robert Branton (OBIS Canada)","2016-02-18","FRB report|GoogleEarth","Coordinates assigned using Google earth referencing map figure in publication and station location description described in publication table","verified by OBIS Canada data management team","FRB (Delphine C. Maclellan)",1959-12-03,"1959","12","03","1959_280.3_1959-12-03_C_36","FRB_MS883_MacLellanSprague_1959_280.3_1959-12-03_C_36","1959_280.3_1959-12-03","1959-12-03280.3C","21",3,54,"Saint John River above the reversing falls","Saint John Harbour","280.3","FRB report|GoogleEarth","Coordinates assigned using Google earth referencing map figure in publication and station location description described in publication table",45.3332,-66.18705,"present","Streblospio benedicti",131191,"Webster, 1879",,16,"species","Animalia","Annelida","Polychaeta","Spionida","Spionidae","Streblospio",,"benedicti",,
"401","2016-02-24","Atlantic Biological Station","EDMO 4161","FRB Manuscript report series (biological) No.883","Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans","http://creativecommons.org/licenses/by/4.0/legalcode","FRB_MS883_MacLellanSprague","FRB: Bottom fauna of Saint John Harbour and estuary as surveyed in 1959 and 1961","Event","En","MacLelland, D.C. and J.B. Sprague. 1966. Bottom fauna of Saint John Harbour and estuary as surveyed in 1959 and 1961. Fish. Res. Bd. Canada, St. Andrews Biological Station. MS Rept. 883, 24 p.","MacLelland, D.C. and J.B. Sprague","HumanObservation","individuals","Vessel held on station and benthic sample collected using a van Veen sampler (nominal sampling area of 0.1 sq. metres)","0.1","square metre","benthic","Canada","New Brunswick","Saint John Harbour and estuary","WGS84","North America","Atlantic Ocean","OBIS Canada Georeference Guidelines","Robert Branton (OBIS Canada)","2016-02-18","FRB report|GoogleEarth","Coordinates assigned using Google earth referencing map figure in publication and station location description described in publication table","verified by OBIS Canada data management team","FRB (Delphine C. Maclellan)",1961-10-24,"1961","10","24","1961_284.8_1961-10-24_C_36","FRB_MS883_MacLellanSprague_1961_284.8_1961-10-24_C_36","1961_284.8_1961-10-24","1961-10-24284.8C","24",3,54,"Saint John River above the reversing falls","Saint John Harbour","284.8","FRB report|GoogleEarth","Coordinates assigned using Google earth referencing map figure in publication and station location description described in publication table",45.28522,-66.12635,"present","Streblospio benedicti",131191,"Webster, 1879",,2,"species","Animalia","Annelida","Polychaeta","Spionida","Spionidae","Streblospio",,"benedicti",,
"402","2016-02-24","Atlantic Biological Station","EDMO 4161","FRB Manuscript report series (biological) No.883","Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans","http://creativecommons.org/licenses/by/4.0/legalcode","FRB_MS883_MacLellanSprague","FRB: Bottom fauna of Saint John Harbour and estuary as surveyed in 1959 and 1961","Event","En","MacLelland, D.C. and J.B. Sprague. 1966. Bottom fauna of Saint John Harbour and estuary as surveyed in 1959 and 1961. Fish. Res. Bd. Canada, St. Andrews Biological Station. MS Rept. 883, 24 p.","MacLelland, D.C. and J.B. Sprague","HumanObservation","individuals","Vessel held on station and benthic sample collected using a van Veen sampler (nominal sampling area of 0.1 sq. metres)","0.1","square metre","benthic","Canada","New Brunswick","Saint John Harbour and estuary","WGS84","North America","Atlantic Ocean","OBIS Canada Georeference Guidelines","Robert Branton (OBIS Canada)","2016-02-18","FRB report|GoogleEarth","Coordinates assigned using Google earth referencing map figure in publication and station location description described in publication table","verified by OBIS Canada data management team","FRB (Delphine C. Maclellan)",1959-12-02,"1959","12","02","1959_IX_1959-12-02_A_36","FRB_MS883_MacLellanSprague_1959_IX_1959-12-02_A_36","1959_IX_1959-12-02","1959-12-02IXA","3",3,54,"Saint John Harbour","Saint John Harbour","IX","FRB report|GoogleEarth","Coordinates assigned using Google earth referencing map figure in publication and station location description described in publication table",45.26454,-66.0423,"present","Streblospio benedicti",131191,"Webster, 1879",,150,"species","Animalia","Annelida","Polychaeta","Spionida","Spionidae","Streblospio",,"benedicti",,
"403","2016-02-24","Atlantic Biological Station","EDMO 4161","FRB Manuscript report series (biological) No.883","Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans","http://creativecommons.org/licenses/by/4.0/legalcode","FRB_MS883_MacLellanSprague","FRB: Bottom fauna of Saint John Harbour and estuary as surveyed in 1959 and 1961","Event","En","MacLelland, D.C. and J.B. Sprague. 1966. Bottom fauna of Saint John Harbour and estuary as surveyed in 1959 and 1961. Fish. Res. Bd. Canada, St. Andrews Biological Station. MS Rept. 883, 24 p.","MacLelland, D.C. and J.B. Sprague","HumanObservation","individuals","Vessel held on station and benthic sample collected using a van Veen sampler (nominal sampling area of 0.1 sq. metres)","0.1","square metre","benthic","Canada","New Brunswick","Saint John Harbour and estuary","WGS84","North America","Atlantic Ocean","OBIS Canada Georeference Guidelines","Robert Branton (OBIS Canada)","2016-02-18","FRB report|GoogleEarth","Coordinates assigned using Google earth referencing map figure in publication and station location description described in publication table","verified by OBIS Canada data management team","FRB (Delphine C. Maclellan)",1961-10-24,"1961","10","24","1961_280.3_1961-10-24_B_36","FRB_MS883_MacLellanSprague_1961_280.3_1961-10-24_B_36","1961_280.3_1961-10-24","1961-10-24280.3B","21",3,54,"Saint John River above the reversing falls","Saint John Harbour","280.3","FRB report|GoogleEarth","Coordinates assigned using Google earth referencing map figure in publication and station location description described in publication table",45.3332,-66.18705,"present","Streblospio benedicti",131191,"Webster, 1879",,15,"species","Animalia","Annelida","Polychaeta","Spionida","Spionidae","Streblospio",,"benedicti",,
"404","2016-02-24","Atlantic Biological Station","EDMO 4161","FRB Manuscript report series (biological) No.883","Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans","http://creativecommons.org/licenses/by/4.0/legalcode","FRB_MS883_MacLellanSprague","FRB: Bottom fauna of Saint John Harbour and estuary as surveyed in 1959 and 1961","Event","En","MacLelland, D.C. and J.B. Sprague. 1966. Bottom fauna of Saint John Harbour and estuary as surveyed in 1959 and 1961. Fish. Res. Bd. Canada, St. Andrews Biological Station. MS Rept. 883, 24 p.","MacLelland, D.C. and J.B. Sprague","HumanObservation","individuals","Vessel held on station and benthic sample collected using a van Veen sampler (nominal sampling area of 0.1 sq. metres)","0.1","square metre","benthic","Canada","New Brunswick","Saint John Harbour and estuary","WGS84","North America","Atlantic Ocean","OBIS Canada Georeference Guidelines","Robert Branton (OBIS Canada)","2016-02-18","FRB report|GoogleEarth","Coordinates assigned using Google earth referencing map figure in publication and station location description described in publication table","verified by OBIS Canada data management team","FRB (Delphine C. Maclellan)",1959-12-03,"1959","12","03","1959_280.3_1959-12-03_B_36","FRB_MS883_MacLellanSprague_1959_280.3_1959-12-03_B_36","1959_280.3_1959-12-03","1959-12-03280.3B","21",3,54,"Saint John River above the reversing falls","Saint John Harbour","280.3","FRB report|GoogleEarth","Coordinates assigned using Google earth referencing map figure in publication and station location description described in publication table",45.3332,-66.18705,"present","Streblospio benedicti",131191,"Webster, 1879",,52,"species","Animalia","Annelida","Polychaeta","Spionida","Spionidae","Streblospio",,"benedicti",,
"405","2016-02-24","Atlantic Biological Station","EDMO 4161","FRB Manuscript report series (biological) No.883","Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans","http://creativecommons.org/licenses/by/4.0/legalcode","FRB_MS883_MacLellanSprague","FRB: Bottom fauna of Saint John Harbour and estuary as surveyed in 1959 and 1961","Event","En","MacLelland, D.C. and J.B. Sprague. 1966. Bottom fauna of Saint John Harbour and estuary as surveyed in 1959 and 1961. Fish. Res. Bd. Canada, St. Andrews Biological Station. MS Rept. 883, 24 p.","MacLelland, D.C. and J.B. Sprague","HumanObservation","individuals","Vessel held on station and benthic sample collected using a van Veen sampler (nominal sampling area of 0.1 sq. metres)","0.1","square metre","benthic","Canada","New Brunswick","Saint John Harbour and estuary","WGS84","North America","Atlantic Ocean","OBIS Canada Georeference Guidelines","Robert Branton (OBIS Canada)","2016-02-18","FRB report|GoogleEarth","Coordinates assigned using Google earth referencing map figure in publication and station location description described in publication table","verified by OBIS Canada data management team","FRB (Delphine C. Maclellan)",1959-11-30,"1959","11","30","1959_284.8_1959-11-30_B_36","FRB_MS883_MacLellanSprague_1959_284.8_1959-11-30_B_36","1959_284.8_1959-11-30","1959-11-30284.8B","22",3,54,"Saint John River above the reversing falls","Saint John Harbour","284.8","FRB report|GoogleEarth","Coordinates assigned using Google earth referencing map figure in publication and station location description described in publication table",45.28522,-66.12635,"present","Streblospio benedicti",131191,"Webster, 1879",,2,"species","Animalia","Annelida","Polychaeta","Spionida","Spionidae","Streblospio",,"benedicti",,
"406","2016-02-24","Atlantic Biological Station","EDMO 4161","FRB Manuscript report series (biological) No.883","Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans","http://creativecommons.org/licenses/by/4.0/legalcode","FRB_MS883_MacLellanSprague","FRB: Bottom fauna of Saint John Harbour and estuary as surveyed in 1959 and 1961","Event","En","MacLelland, D.C. and J.B. Sprague. 1966. Bottom fauna of Saint John Harbour and estuary as surveyed in 1959 and 1961. Fish. Res. Bd. Canada, St. Andrews Biological Station. MS Rept. 883, 24 p.","MacLelland, D.C. and J.B. Sprague","HumanObservation","individuals","Vessel held on station and benthic sample collected using a van Veen sampler (nominal sampling area of 0.1 sq. metres)","0.1","square metre","benthic","Canada","New Brunswick","Saint John Harbour and estuary","WGS84","North America","Atlantic Ocean","OBIS Canada Georeference Guidelines","Robert Branton (OBIS Canada)","2016-02-18","FRB report|GoogleEarth","Coordinates assigned using Google earth referencing map figure in publication and station location description described in publication table","verified by OBIS Canada data management team","FRB (Delphine C. Maclellan)",1961-10-24,"1961","10","24","1961_280.3_1961-10-24_A_36","FRB_MS883_MacLellanSprague_1961_280.3_1961-10-24_A_36","1961_280.3_1961-10-24","1961-10-24280.3A","21",3,54,"Saint John River above the reversing falls","Saint John Harbour","280.3","FRB report|GoogleEarth","Coordinates assigned using Google earth referencing map figure in publication and station location description described in publication table",45.3332,-66.18705,"present","Streblospio benedicti",131191,"Webster, 1879",,66,"species","Animalia","Annelida","Polychaeta","Spionida","Spionidae","Streblospio",,"benedicti",,
"407","2016-02-24","Atlantic Biological Station","EDMO 4161","FRB Manuscript report series (biological) No.883","Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans","http://creativecommons.org/licenses/by/4.0/legalcode","FRB_MS883_MacLellanSprague","FRB: Bottom fauna of Saint John Harbour and estuary as surveyed in 1959 and 1961","Event","En","MacLelland, D.C. and J.B. Sprague. 1966. Bottom fauna of Saint John Harbour and estuary as surveyed in 1959 and 1961. Fish. Res. Bd. Canada, St. Andrews Biological Station. MS Rept. 883, 24 p.","MacLelland, D.C. and J.B. Sprague","HumanObservation","individuals","Vessel held on station and benthic sample collected using a van Veen sampler (nominal sampling area of 0.1 sq. metres)","0.1","square metre","benthic","Canada","New Brunswick","Saint John Harbour and estuary","WGS84","North America","Atlantic Ocean","OBIS Canada Georeference Guidelines","Robert Branton (OBIS Canada)","2016-02-18","FRB report|GoogleEarth","Coordinates assigned using Google earth referencing map figure in publication and station location description described in publication table","verified by OBIS Canada data management team","FRB (Delphine C. Maclellan)",1961-10-24,"1961","10","24","1961_284.8_1961-10-24_A_36","FRB_MS883_MacLellanSprague_1961_284.8_1961-10-24_A_36","1961_284.8_1961-10-24","1961-10-24284.8A","50",3,54,"Saint John River above the reversing falls","Saint John Harbour","284.8","FRB report|GoogleEarth","Coordinates assigned using Google earth referencing map figure in publication and station location description described in publication table",45.28522,-66.12635,"present","Streblospio benedicti",131191,"Webster, 1879",,76,"species","Animalia","Annelida","Polychaeta","Spionida","Spionidae","Streblospio",,"benedicti",,
"408","2016-02-24","Atlantic Biological Station","EDMO 4161","FRB Manuscript report series (biological) No.883","Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans","http://creativecommons.org/licenses/by/4.0/legalcode","FRB_MS883_MacLellanSprague","FRB: Bottom fauna of Saint John Harbour and estuary as surveyed in 1959 and 1961","Event","En","MacLelland, D.C. and J.B. Sprague. 1966. Bottom fauna of Saint John Harbour and estuary as surveyed in 1959 and 1961. Fish. Res. Bd. Canada, St. Andrews Biological Station. MS Rept. 883, 24 p.","MacLelland, D.C. and J.B. Sprague","HumanObservation","individuals","Vessel held on station and benthic sample collected using a van Veen sampler (nominal sampling area of 0.1 sq. metres)","0.1","square metre","benthic","Canada","New Brunswick","Saint John Harbour and estuary","WGS84","North America","Atlantic Ocean","OBIS Canada Georeference Guidelines","Robert Branton (OBIS Canada)","2016-02-18","FRB report|GoogleEarth","Coordinates assigned using Google earth referencing map figure in publication and station location description described in publication table","verified by OBIS Canada data management team","FRB (Delphine C. Maclellan)",1959-12-02,"1959","12","02","1959_VII_1959-12-02_C_36","FRB_MS883_MacLellanSprague_1959_VII_1959-12-02_C_36","1959_VII_1959-12-02","1959-12-02VIIC",,3,54,"Saint John Harbour","Saint John Harbour","VII","FRB report|GoogleEarth","Coordinates assigned using Google earth referencing map figure in publication and station location description described in publication table",45.24868,-66.05597,"present","Streblospio benedicti",131191,"Webster, 1879",,2,"species","Animalia","Annelida","Polychaeta","Spionida","Spionidae","Streblospio",,"benedicti",,
"409","2016-02-24","Atlantic Biological Station","EDMO 4161","FRB Manuscript report series (biological) No.883","Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans","http://creativecommons.org/licenses/by/4.0/legalcode","FRB_MS883_MacLellanSprague","FRB: Bottom fauna of Saint John Harbour and estuary as surveyed in 1959 and 1961","Event","En","MacLelland, D.C. and J.B. Sprague. 1966. Bottom fauna of Saint John Harbour and estuary as surveyed in 1959 and 1961. Fish. Res. Bd. Canada, St. Andrews Biological Station. MS Rept. 883, 24 p.","MacLelland, D.C. and J.B. Sprague","HumanObservation","individuals","Vessel held on station and benthic sample collected using a van Veen sampler (nominal sampling area of 0.1 sq. metres)","0.1","square metre","benthic","Canada","New Brunswick","Saint John Harbour and estuary","WGS84","North America","Atlantic Ocean","OBIS Canada Georeference Guidelines","Robert Branton (OBIS Canada)","2016-02-18","FRB report|GoogleEarth","Coordinates assigned using Google earth referencing map figure in publication and station location description described in publication table","verified by OBIS Canada data management team","FRB (Delphine C. Maclellan)",1959-12-02,"1959","12","02","1959_VII_1959-12-02_B_37","FRB_MS883_MacLellanSprague_1959_VII_1959-12-02_B_37","1959_VII_1959-12-02","1959-12-02VIIB",,3,54,"Saint John Harbour","Saint John Harbour","VII","FRB report|GoogleEarth","Coordinates assigned using Google earth referencing map figure in publication and station location description described in publication table",45.24868,-66.05597,"present","Polydora",129619,"Bosc, 1802",,3,"genus","Animalia","Annelida","Polychaeta","Spionida","Spionidae","Polydora",,,,
"410","2016-02-24","Atlantic Biological Station","EDMO 4161","FRB Manuscript report series (biological) No.883","Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans","http://creativecommons.org/licenses/by/4.0/legalcode","FRB_MS883_MacLellanSprague","FRB: Bottom fauna of Saint John Harbour and estuary as surveyed in 1959 and 1961","Event","En","MacLelland, D.C. and J.B. Sprague. 1966. Bottom fauna of Saint John Harbour and estuary as surveyed in 1959 and 1961. Fish. Res. Bd. Canada, St. Andrews Biological Station. MS Rept. 883, 24 p.","MacLelland, D.C. and J.B. Sprague","HumanObservation","individuals","Vessel held on station and benthic sample collected using a van Veen sampler (nominal sampling area of 0.1 sq. metres)","0.1","square metre","benthic","Canada","New Brunswick","Saint John Harbour and estuary","WGS84","North America","Atlantic Ocean","OBIS Canada Georeference Guidelines","Robert Branton (OBIS Canada)","2016-02-18","FRB report|GoogleEarth","Coordinates assigned using Google earth referencing map figure in publication and station location description described in publication table","verified by OBIS Canada data management team","FRB (Delphine C. Maclellan)",1961-10-24,"1961","10","24","1961_280.3_1961-10-24_C_37","FRB_MS883_MacLellanSprague_1961_280.3_1961-10-24_C_37","1961_280.3_1961-10-24","1961-10-24280.3C","21",3,54,"Saint John River above the reversing falls","Saint John Harbour","280.3","FRB report|GoogleEarth","Coordinates assigned using Google earth referencing map figure in publication and station location description described in publication table",45.3332,-66.18705,"present","Polydora",129619,"Bosc, 1802",,1,"genus","Animalia","Annelida","Polychaeta","Spionida","Spionidae","Polydora",,,,
"411","2016-02-24","Atlantic Biological Station","EDMO 4161","FRB Manuscript report series (biological) No.883","Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans","http://creativecommons.org/licenses/by/4.0/legalcode","FRB_MS883_MacLellanSprague","FRB: Bottom fauna of Saint John Harbour and estuary as surveyed in 1959 and 1961","Event","En","MacLelland, D.C. and J.B. Sprague. 1966. Bottom fauna of Saint John Harbour and estuary as surveyed in 1959 and 1961. Fish. Res. Bd. Canada, St. Andrews Biological Station. MS Rept. 883, 24 p.","MacLelland, D.C. and J.B. Sprague","HumanObservation","individuals","Vessel held on station and benthic sample collected using a van Veen sampler (nominal sampling area of 0.1 sq. metres)","0.1","square metre","benthic","Canada","New Brunswick","Saint John Harbour and estuary","WGS84","North America","Atlantic Ocean","OBIS Canada Georeference Guidelines","Robert Branton (OBIS Canada)","2016-02-18","FRB report|GoogleEarth","Coordinates assigned using Google earth referencing map figure in publication and station location description described in publication table","verified by OBIS Canada data management team","FRB (Delphine C. Maclellan)",1961-10-26,"1961","10","26","1961_IX_1961-10-26_C_37","FRB_MS883_MacLellanSprague_1961_IX_1961-10-26_C_37","1961_IX_1961-10-26","1961-10-26IXC","14",3,54,"Saint John Harbour","Saint John Harbour","IX","FRB report|GoogleEarth","Coordinates assigned using Google earth referencing map figure in publication and station location description described in publication table",45.26454,-66.0423,"present","Polydora",129619,"Bosc, 1802",,18,"genus","Animalia","Annelida","Polychaeta","Spionida","Spionidae","Polydora",,,,
"412","2016-02-24","Atlantic Biological Station","EDMO 4161","FRB Manuscript report series (biological) No.883","Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans","http://creativecommons.org/licenses/by/4.0/legalcode","FRB_MS883_MacLellanSprague","FRB: Bottom fauna of Saint John Harbour and estuary as surveyed in 1959 and 1961","Event","En","MacLelland, D.C. and J.B. Sprague. 1966. Bottom fauna of Saint John Harbour and estuary as surveyed in 1959 and 1961. Fish. Res. Bd. Canada, St. Andrews Biological Station. MS Rept. 883, 24 p.","MacLelland, D.C. and J.B. Sprague","HumanObservation","individuals","Vessel held on station and benthic sample collected using a van Veen sampler (nominal sampling area of 0.1 sq. metres)","0.1","square metre","benthic","Canada","New Brunswick","Saint John Harbour and estuary","WGS84","North America","Atlantic Ocean","OBIS Canada Georeference Guidelines","Robert Branton (OBIS Canada)","2016-02-18","FRB report|GoogleEarth","Coordinates assigned using Google earth referencing map figure in publication and station location description described in publication table","verified by OBIS Canada data management team","FRB (Delphine C. Maclellan)",1961-10-25,"1961","10","25","1961_II_1961-10-25_C_37","FRB_MS883_MacLellanSprague_1961_II_1961-10-25_C_37","1961_II_1961-10-25","1961-10-25IIC","22",3,54,"Saint John Harbour","Saint John Harbour","II","FRB report|GoogleEarth","Coordinates assigned using Google earth referencing map figure in publication and station location description described in publication table",45.26274,-66.05948,"present","Polydora",129619,"Bosc, 1802",,159,"genus","Animalia","Annelida","Polychaeta","Spionida","Spionidae","Polydora",,,,
"413","2016-02-24","Atlantic Biological Station","EDMO 4161","FRB Manuscript report series (biological) No.883","Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans","http://creativecommons.org/licenses/by/4.0/legalcode","FRB_MS883_MacLellanSprague","FRB: Bottom fauna of Saint John Harbour and estuary as surveyed in 1959 and 1961","Event","En","MacLelland, D.C. and J.B. Sprague. 1966. Bottom fauna of Saint John Harbour and estuary as surveyed in 1959 and 1961. Fish. Res. Bd. Canada, St. Andrews Biological Station. MS Rept. 883, 24 p.","MacLelland, D.C. and J.B. Sprague","HumanObservation","individuals","Vessel held on station and benthic sample collected using a van Veen sampler (nominal sampling area of 0.1 sq. metres)","0.1","square metre","benthic","Canada","New Brunswick","Saint John Harbour and estuary","WGS84","North America","Atlantic Ocean","OBIS Canada Georeference Guidelines","Robert Branton (OBIS Canada)","2016-02-18","FRB report|GoogleEarth","Coordinates assigned using Google earth referencing map figure in publication and station location description described in publication table","verified by OBIS Canada data management team","FRB (Delphine C. Maclellan)",1961-10-26,"1961","10","26","1961_IV_1961-10-26_A_37","FRB_MS883_MacLellanSprague_1961_IV_1961-10-26_A_37","1961_IV_1961-10-26","1961-10-26IVA","12",3,54,"Saint John Harbour","Saint John Harbour","IV","FRB report|GoogleEarth","Coordinates assigned using Google earth referencing map figure in publication and station location description described in publication table",45.24274,-66.0436,"present","Polydora",129619,"Bosc, 1802",,3,"genus","Animalia","Annelida","Polychaeta","Spionida","Spionidae","Polydora",,,,
"414","2016-02-24","Atlantic Biological Station","EDMO 4161","FRB Manuscript report series (biological) No.883","Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans","http://creativecommons.org/licenses/by/4.0/legalcode","FRB_MS883_MacLellanSprague","FRB: Bottom fauna of Saint John Harbour and estuary as surveyed in 1959 and 1961","Event","En","MacLelland, D.C. and J.B. Sprague. 1966. Bottom fauna of Saint John Harbour and estuary as surveyed in 1959 and 1961. Fish. Res. Bd. Canada, St. Andrews Biological Station. MS Rept. 883, 24 p.","MacLelland, D.C. and J.B. Sprague","HumanObservation","individuals","Vessel held on station and benthic sample collected using a van Veen sampler (nominal sampling area of 0.1 sq. metres)","0.1","square metre","benthic","Canada","New Brunswick","Saint John Harbour and estuary","WGS84","North America","Atlantic Ocean","OBIS Canada Georeference Guidelines","Robert Branton (OBIS Canada)","2016-02-18","FRB report|GoogleEarth","Coordinates assigned using Google earth referencing map figure in publication and station location description described in publication table","verified by OBIS Canada data management team","FRB (Delphine C. Maclellan)",1961-10-26,"1961","10","26","1961_X_1961-10-26_B_37","FRB_MS883_MacLellanSprague_1961_X_1961-10-26_B_37","1961_X_1961-10-26","1961-10-26XB","8",3,54,"Saint John Harbour","Saint John Harbour","X","FRB report|GoogleEarth","Coordinates assigned using Google earth referencing map figure in publication and station location description described in publication table",45.25478,-66.04366,"present","Polydora",129619,"Bosc, 1802",,80,"genus","Animalia","Annelida","Polychaeta","Spionida","Spionidae","Polydora",,,,
"415","2016-02-24","Atlantic Biological Station","EDMO 4161","FRB Manuscript report series (biological) No.883","Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans","http://creativecommons.org/licenses/by/4.0/legalcode","FRB_MS883_MacLellanSprague","FRB: Bottom fauna of Saint John Harbour and estuary as surveyed in 1959 and 1961","Event","En","MacLelland, D.C. and J.B. Sprague. 1966. Bottom fauna of Saint John Harbour and estuary as surveyed in 1959 and 1961. Fish. Res. Bd. Canada, St. Andrews Biological Station. MS Rept. 883, 24 p.","MacLelland, D.C. and J.B. Sprague","HumanObservation","individuals","Vessel held on station and benthic sample collected using a van Veen sampler (nominal sampling area of 0.1 sq. metres)","0.1","square metre","benthic","Canada","New Brunswick","Saint John Harbour and estuary","WGS84","North America","Atlantic Ocean","OBIS Canada Georeference Guidelines","Robert Branton (OBIS Canada)","2016-02-18","FRB report|GoogleEarth","Coordinates assigned using Google earth referencing map figure in publication and station location description described in publication table","verified by OBIS Canada data management team","FRB (Delphine C. Maclellan)",1959-12-02,"1959","12","02","1959_IX_1959-12-02_A_37","FRB_MS883_MacLellanSprague_1959_IX_1959-12-02_A_37","1959_IX_1959-12-02","1959-12-02IXA","3",3,54,"Saint John Harbour","Saint John Harbour","IX","FRB report|GoogleEarth","Coordinates assigned using Google earth referencing map figure in publication and station location description described in publication table",45.26454,-66.0423,"present","Polydora",129619,"Bosc, 1802",,705,"genus","Animalia","Annelida","Polychaeta","Spionida","Spionidae","Polydora",,,,
