"","spnumber","year","station","sample","date","depth","VerbatimLocation","longitude","latitude","Locality","country","stateProvince","WaterBody","count","shells","weight","group1","group2","group3","originalname","ScientificnameEdited","field1","Taxon_remarks","IdentificationQualifer","blank","AphiaID","Match.type","LSID","TSN","Qualitystatus","Taxon.status","ScientificName","Authority","AphiaID_accepted","ScientificName_accepted","Authority_accepted","Kingdom","Phylum","Class","Order","Family","Genus","Subgenus","Species","Subspecies","isMarine","isBrackish","isFresh","isTerrestrial"
"107","15","1959","XI","C",1959-12-01,"9","Saint John Harbour",-66.03099,45.25134,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",5,0,0,NA,NA,"Paraonidae","Aricidae suecica","Aricidea suecica",NA,NA,NA,NA,734532,"exact","urn:lsid:marinespecies.org:taxname:734532",NA,"Checked by Taxonomic Editor","accepted","Aricidea (Strelzovia) suecica","Eliason, 1920",734532,"Aricidea (Strelzovia) suecica","Eliason, 1920","Animalia","Annelida","Polychaeta",NA,"Paraonidae","Aricidea","Strelzovia","suecica",NA,1,0,0,0
"108","15","1959","VII","A",1959-12-02,NA,"Saint John Harbour",-66.05597,45.24868,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",90,0,10.5,NA,NA,"Paraonidae","Aricidae suecica","Aricidea suecica",NA,NA,NA,NA,734532,"exact","urn:lsid:marinespecies.org:taxname:734532",NA,"Checked by Taxonomic Editor","accepted","Aricidea (Strelzovia) suecica","Eliason, 1920",734532,"Aricidea (Strelzovia) suecica","Eliason, 1920","Animalia","Annelida","Polychaeta",NA,"Paraonidae","Aricidea","Strelzovia","suecica",NA,1,0,0,0
"109","15","1959","X","B",1959-12-01,"7","Saint John Harbour",-66.04366,45.25478,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",87,0,13,NA,NA,"Paraonidae","Aricidae suecica","Aricidea suecica",NA,NA,NA,NA,734532,"exact","urn:lsid:marinespecies.org:taxname:734532",NA,"Checked by Taxonomic Editor","accepted","Aricidea (Strelzovia) suecica","Eliason, 1920",734532,"Aricidea (Strelzovia) suecica","Eliason, 1920","Animalia","Annelida","Polychaeta",NA,"Paraonidae","Aricidea","Strelzovia","suecica",NA,1,0,0,0
"110","15","1959","K.M.","B",1959-12-04,"39","Mouth of the Kennebecasis River",-66.13152,45.31109,"Saint John Harbour","Canada","New Brunswick","Saint John River",1,0,0,NA,NA,"Paraonidae","Aricidae suecica","Aricidea suecica",NA,NA,NA,NA,734532,"exact","urn:lsid:marinespecies.org:taxname:734532",NA,"Checked by Taxonomic Editor","accepted","Aricidea (Strelzovia) suecica","Eliason, 1920",734532,"Aricidea (Strelzovia) suecica","Eliason, 1920","Animalia","Annelida","Polychaeta",NA,"Paraonidae","Aricidea","Strelzovia","suecica",NA,1,0,0,0
"111","15","1959","XI","B",1959-12-01,"9","Saint John Harbour",-66.03099,45.25134,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",2,0,0.3,NA,NA,"Paraonidae","Aricidae suecica","Aricidea suecica",NA,NA,NA,NA,734532,"exact","urn:lsid:marinespecies.org:taxname:734532",NA,"Checked by Taxonomic Editor","accepted","Aricidea (Strelzovia) suecica","Eliason, 1920",734532,"Aricidea (Strelzovia) suecica","Eliason, 1920","Animalia","Annelida","Polychaeta",NA,"Paraonidae","Aricidea","Strelzovia","suecica",NA,1,0,0,0
"112","15","1959","X","A",1959-12-01,"7","Saint John Harbour",-66.04366,45.25478,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",18,0,1,NA,NA,"Paraonidae","Aricidae suecica","Aricidea suecica",NA,NA,NA,NA,734532,"exact","urn:lsid:marinespecies.org:taxname:734532",NA,"Checked by Taxonomic Editor","accepted","Aricidea (Strelzovia) suecica","Eliason, 1920",734532,"Aricidea (Strelzovia) suecica","Eliason, 1920","Animalia","Annelida","Polychaeta",NA,"Paraonidae","Aricidea","Strelzovia","suecica",NA,1,0,0,0
"113","15","1959","VI","C",1959-11-30,NA,"Saint John Harbour",-66.03123,45.21391,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",1,0,0,NA,NA,"Paraonidae","Aricidae suecica","Aricidea suecica",NA,NA,NA,NA,734532,"exact","urn:lsid:marinespecies.org:taxname:734532",NA,"Checked by Taxonomic Editor","accepted","Aricidea (Strelzovia) suecica","Eliason, 1920",734532,"Aricidea (Strelzovia) suecica","Eliason, 1920","Animalia","Annelida","Polychaeta",NA,"Paraonidae","Aricidea","Strelzovia","suecica",NA,1,0,0,0
"114","15","1959","V","C",1959-11-30,NA,"Saint John Harbour",-66.03305,45.22846,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",9,0,2.6,NA,NA,"Paraonidae","Aricidae suecica","Aricidea suecica",NA,NA,NA,NA,734532,"exact","urn:lsid:marinespecies.org:taxname:734532",NA,"Checked by Taxonomic Editor","accepted","Aricidea (Strelzovia) suecica","Eliason, 1920",734532,"Aricidea (Strelzovia) suecica","Eliason, 1920","Animalia","Annelida","Polychaeta",NA,"Paraonidae","Aricidea","Strelzovia","suecica",NA,1,0,0,0
"115","15","1961","VII","C",1961-10-26,"12","Saint John Harbour",-66.05597,45.24868,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",35,0,2.5,NA,NA,"Paraonidae","Aricidae suecica","Aricidea suecica",NA,NA,NA,NA,734532,"exact","urn:lsid:marinespecies.org:taxname:734532",NA,"Checked by Taxonomic Editor","accepted","Aricidea (Strelzovia) suecica","Eliason, 1920",734532,"Aricidea (Strelzovia) suecica","Eliason, 1920","Animalia","Annelida","Polychaeta",NA,"Paraonidae","Aricidea","Strelzovia","suecica",NA,1,0,0,0
"116","15","1959","VII","B",1959-12-02,NA,"Saint John Harbour",-66.05597,45.24868,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",80,0,5.6,NA,NA,"Paraonidae","Aricidae suecica","Aricidea suecica",NA,NA,NA,NA,734532,"exact","urn:lsid:marinespecies.org:taxname:734532",NA,"Checked by Taxonomic Editor","accepted","Aricidea (Strelzovia) suecica","Eliason, 1920",734532,"Aricidea (Strelzovia) suecica","Eliason, 1920","Animalia","Annelida","Polychaeta",NA,"Paraonidae","Aricidea","Strelzovia","suecica",NA,1,0,0,0
"117","15","1959","VI","A",1959-11-30,NA,"Saint John Harbour",-66.03123,45.21391,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",1,0,0,NA,NA,"Paraonidae","Aricidae suecica","Aricidea suecica",NA,NA,NA,NA,734532,"exact","urn:lsid:marinespecies.org:taxname:734532",NA,"Checked by Taxonomic Editor","accepted","Aricidea (Strelzovia) suecica","Eliason, 1920",734532,"Aricidea (Strelzovia) suecica","Eliason, 1920","Animalia","Annelida","Polychaeta",NA,"Paraonidae","Aricidea","Strelzovia","suecica",NA,1,0,0,0
"118","15","1959","VIII","B",1959-11-30,NA,"Saint John Harbour",-66.06133,45.23699,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",27,0,19.7,NA,NA,"Paraonidae","Aricidae suecica","Aricidea suecica",NA,NA,NA,NA,734532,"exact","urn:lsid:marinespecies.org:taxname:734532",NA,"Checked by Taxonomic Editor","accepted","Aricidea (Strelzovia) suecica","Eliason, 1920",734532,"Aricidea (Strelzovia) suecica","Eliason, 1920","Animalia","Annelida","Polychaeta",NA,"Paraonidae","Aricidea","Strelzovia","suecica",NA,1,0,0,0
"119","16","1959","V","C",1959-11-30,NA,"Saint John Harbour",-66.03305,45.22846,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",78,0,16.9,NA,NA,"Orbiniidae","Scoloplos acutus","Scoloplos acutus",NA,NA,NA,NA,157563,"exact","urn:lsid:marinespecies.org:taxname:157563",66601,"Checked by Taxonomic Editor","accepted","Scoloplos acutus","(Verrill, 1873)",157563,"Scoloplos acutus","(Verrill, 1873)","Animalia","Annelida","Polychaeta",NA,"Orbiniidae","Scoloplos",NA,"acutus",NA,1,0,0,0
"120","16","1959","IV","A",1959-12-01,"18","Saint John Harbour",-66.0436,45.24274,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",1,0,0,NA,NA,"Orbiniidae","Scoloplos acutus","Scoloplos acutus",NA,NA,NA,NA,157563,"exact","urn:lsid:marinespecies.org:taxname:157563",66601,"Checked by Taxonomic Editor","accepted","Scoloplos acutus","(Verrill, 1873)",157563,"Scoloplos acutus","(Verrill, 1873)","Animalia","Annelida","Polychaeta",NA,"Orbiniidae","Scoloplos",NA,"acutus",NA,1,0,0,0
"121","16","1961","VII","C",1961-10-26,"12","Saint John Harbour",-66.05597,45.24868,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",8,0,1.9,NA,NA,"Orbiniidae","Scoloplos acutus","Scoloplos acutus",NA,NA,NA,NA,157563,"exact","urn:lsid:marinespecies.org:taxname:157563",66601,"Checked by Taxonomic Editor","accepted","Scoloplos acutus","(Verrill, 1873)",157563,"Scoloplos acutus","(Verrill, 1873)","Animalia","Annelida","Polychaeta",NA,"Orbiniidae","Scoloplos",NA,"acutus",NA,1,0,0,0
"122","16","1961","VII","A",1961-10-26,"12","Saint John Harbour",-66.05597,45.24868,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",5,0,1.2,NA,NA,"Orbiniidae","Scoloplos acutus","Scoloplos acutus",NA,NA,NA,NA,157563,"exact","urn:lsid:marinespecies.org:taxname:157563",66601,"Checked by Taxonomic Editor","accepted","Scoloplos acutus","(Verrill, 1873)",157563,"Scoloplos acutus","(Verrill, 1873)","Animalia","Annelida","Polychaeta",NA,"Orbiniidae","Scoloplos",NA,"acutus",NA,1,0,0,0
"123","16","1959","X","B",1959-12-01,"7","Saint John Harbour",-66.04366,45.25478,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",7,0,6.4,NA,NA,"Orbiniidae","Scoloplos acutus","Scoloplos acutus",NA,NA,NA,NA,157563,"exact","urn:lsid:marinespecies.org:taxname:157563",66601,"Checked by Taxonomic Editor","accepted","Scoloplos acutus","(Verrill, 1873)",157563,"Scoloplos acutus","(Verrill, 1873)","Animalia","Annelida","Polychaeta",NA,"Orbiniidae","Scoloplos",NA,"acutus",NA,1,0,0,0
"124","16","1959","287.7","B",1959-12-03,"49","Saint John River above the reversing falls",-66.09453,45.26712,"Saint John Harbour","Canada","New Brunswick","Saint John River",2,0,0,NA,NA,"Orbiniidae","Scoloplos acutus","Scoloplos acutus",NA,NA,NA,NA,157563,"exact","urn:lsid:marinespecies.org:taxname:157563",66601,"Checked by Taxonomic Editor","accepted","Scoloplos acutus","(Verrill, 1873)",157563,"Scoloplos acutus","(Verrill, 1873)","Animalia","Annelida","Polychaeta",NA,"Orbiniidae","Scoloplos",NA,"acutus",NA,1,0,0,0
"125","16","1959","VI","C",1959-11-30,NA,"Saint John Harbour",-66.03123,45.21391,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",2,0,0,NA,NA,"Orbiniidae","Scoloplos acutus","Scoloplos acutus",NA,NA,NA,NA,157563,"exact","urn:lsid:marinespecies.org:taxname:157563",66601,"Checked by Taxonomic Editor","accepted","Scoloplos acutus","(Verrill, 1873)",157563,"Scoloplos acutus","(Verrill, 1873)","Animalia","Annelida","Polychaeta",NA,"Orbiniidae","Scoloplos",NA,"acutus",NA,1,0,0,0
"126","16","1959","VII","B",1959-12-02,NA,"Saint John Harbour",-66.05597,45.24868,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",92,0,23.3,NA,NA,"Orbiniidae","Scoloplos acutus","Scoloplos acutus",NA,NA,NA,NA,157563,"exact","urn:lsid:marinespecies.org:taxname:157563",66601,"Checked by Taxonomic Editor","accepted","Scoloplos acutus","(Verrill, 1873)",157563,"Scoloplos acutus","(Verrill, 1873)","Animalia","Annelida","Polychaeta",NA,"Orbiniidae","Scoloplos",NA,"acutus",NA,1,0,0,0
"127","16","1959","VIII","C",1959-11-30,NA,"Saint John Harbour",-66.06133,45.23699,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",40,0,10.5,NA,NA,"Orbiniidae","Scoloplos acutus","Scoloplos acutus",NA,NA,NA,NA,157563,"exact","urn:lsid:marinespecies.org:taxname:157563",66601,"Checked by Taxonomic Editor","accepted","Scoloplos acutus","(Verrill, 1873)",157563,"Scoloplos acutus","(Verrill, 1873)","Animalia","Annelida","Polychaeta",NA,"Orbiniidae","Scoloplos",NA,"acutus",NA,1,0,0,0
"128","16","1961","X","B",1961-10-26,"8","Saint John Harbour",-66.04366,45.25478,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",1,0,0.3,NA,NA,"Orbiniidae","Scoloplos acutus","Scoloplos acutus",NA,NA,NA,NA,157563,"exact","urn:lsid:marinespecies.org:taxname:157563",66601,"Checked by Taxonomic Editor","accepted","Scoloplos acutus","(Verrill, 1873)",157563,"Scoloplos acutus","(Verrill, 1873)","Animalia","Annelida","Polychaeta",NA,"Orbiniidae","Scoloplos",NA,"acutus",NA,1,0,0,0
"129","16","1959","XI","C",1959-12-01,"9","Saint John Harbour",-66.03099,45.25134,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",3,0,1.5,NA,NA,"Orbiniidae","Scoloplos acutus","Scoloplos acutus",NA,NA,NA,NA,157563,"exact","urn:lsid:marinespecies.org:taxname:157563",66601,"Checked by Taxonomic Editor","accepted","Scoloplos acutus","(Verrill, 1873)",157563,"Scoloplos acutus","(Verrill, 1873)","Animalia","Annelida","Polychaeta",NA,"Orbiniidae","Scoloplos",NA,"acutus",NA,1,0,0,0
"130","16","1961","V","C",1961-10-26,"11","Saint John Harbour",-66.03305,45.22846,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",15,0,3.2,NA,NA,"Orbiniidae","Scoloplos acutus","Scoloplos acutus",NA,NA,NA,NA,157563,"exact","urn:lsid:marinespecies.org:taxname:157563",66601,"Checked by Taxonomic Editor","accepted","Scoloplos acutus","(Verrill, 1873)",157563,"Scoloplos acutus","(Verrill, 1873)","Animalia","Annelida","Polychaeta",NA,"Orbiniidae","Scoloplos",NA,"acutus",NA,1,0,0,0
"131","16","1961","X","C",1961-10-26,"8","Saint John Harbour",-66.04366,45.25478,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",1,0,1.4,NA,NA,"Orbiniidae","Scoloplos acutus","Scoloplos acutus",NA,NA,NA,NA,157563,"exact","urn:lsid:marinespecies.org:taxname:157563",66601,"Checked by Taxonomic Editor","accepted","Scoloplos acutus","(Verrill, 1873)",157563,"Scoloplos acutus","(Verrill, 1873)","Animalia","Annelida","Polychaeta",NA,"Orbiniidae","Scoloplos",NA,"acutus",NA,1,0,0,0
"132","16","1961","VIII","B",1961-10-26,"10","Saint John Harbour",-66.06133,45.23699,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",35,0,4.3,NA,NA,"Orbiniidae","Scoloplos acutus","Scoloplos acutus",NA,NA,NA,NA,157563,"exact","urn:lsid:marinespecies.org:taxname:157563",66601,"Checked by Taxonomic Editor","accepted","Scoloplos acutus","(Verrill, 1873)",157563,"Scoloplos acutus","(Verrill, 1873)","Animalia","Annelida","Polychaeta",NA,"Orbiniidae","Scoloplos",NA,"acutus",NA,1,0,0,0
"133","16","1959","V","A",1959-11-30,NA,"Saint John Harbour",-66.03305,45.22846,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",85,0,20.3,NA,NA,"Orbiniidae","Scoloplos acutus","Scoloplos acutus",NA,NA,NA,NA,157563,"exact","urn:lsid:marinespecies.org:taxname:157563",66601,"Checked by Taxonomic Editor","accepted","Scoloplos acutus","(Verrill, 1873)",157563,"Scoloplos acutus","(Verrill, 1873)","Animalia","Annelida","Polychaeta",NA,"Orbiniidae","Scoloplos",NA,"acutus",NA,1,0,0,0
"134","16","1959","V","B",1959-11-30,NA,"Saint John Harbour",-66.03305,45.22846,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",5,0,1.6,NA,NA,"Orbiniidae","Scoloplos acutus","Scoloplos acutus",NA,NA,NA,NA,157563,"exact","urn:lsid:marinespecies.org:taxname:157563",66601,"Checked by Taxonomic Editor","accepted","Scoloplos acutus","(Verrill, 1873)",157563,"Scoloplos acutus","(Verrill, 1873)","Animalia","Annelida","Polychaeta",NA,"Orbiniidae","Scoloplos",NA,"acutus",NA,1,0,0,0
"135","16","1959","X","A",1959-12-01,"7","Saint John Harbour",-66.04366,45.25478,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",7,0,0.8,NA,NA,"Orbiniidae","Scoloplos acutus","Scoloplos acutus",NA,NA,NA,NA,157563,"exact","urn:lsid:marinespecies.org:taxname:157563",66601,"Checked by Taxonomic Editor","accepted","Scoloplos acutus","(Verrill, 1873)",157563,"Scoloplos acutus","(Verrill, 1873)","Animalia","Annelida","Polychaeta",NA,"Orbiniidae","Scoloplos",NA,"acutus",NA,1,0,0,0
"136","16","1959","IX","C",1959-12-02,"3","Saint John Harbour",-66.0423,45.26454,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",2,0,0.1,NA,NA,"Orbiniidae","Scoloplos acutus","Scoloplos acutus",NA,NA,NA,NA,157563,"exact","urn:lsid:marinespecies.org:taxname:157563",66601,"Checked by Taxonomic Editor","accepted","Scoloplos acutus","(Verrill, 1873)",157563,"Scoloplos acutus","(Verrill, 1873)","Animalia","Annelida","Polychaeta",NA,"Orbiniidae","Scoloplos",NA,"acutus",NA,1,0,0,0
"137","16","1961","VII","B",1961-10-26,"12","Saint John Harbour",-66.05597,45.24868,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",16,0,2.4,NA,NA,"Orbiniidae","Scoloplos acutus","Scoloplos acutus",NA,NA,NA,NA,157563,"exact","urn:lsid:marinespecies.org:taxname:157563",66601,"Checked by Taxonomic Editor","accepted","Scoloplos acutus","(Verrill, 1873)",157563,"Scoloplos acutus","(Verrill, 1873)","Animalia","Annelida","Polychaeta",NA,"Orbiniidae","Scoloplos",NA,"acutus",NA,1,0,0,0
"138","16","1961","V","A",1961-10-26,"11","Saint John Harbour",-66.03305,45.22846,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",4,0,0,NA,NA,"Orbiniidae","Scoloplos acutus","Scoloplos acutus",NA,NA,NA,NA,157563,"exact","urn:lsid:marinespecies.org:taxname:157563",66601,"Checked by Taxonomic Editor","accepted","Scoloplos acutus","(Verrill, 1873)",157563,"Scoloplos acutus","(Verrill, 1873)","Animalia","Annelida","Polychaeta",NA,"Orbiniidae","Scoloplos",NA,"acutus",NA,1,0,0,0
"139","16","1959","VIII","B",1959-11-30,NA,"Saint John Harbour",-66.06133,45.23699,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",13,0,0,NA,NA,"Orbiniidae","Scoloplos acutus","Scoloplos acutus",NA,NA,NA,NA,157563,"exact","urn:lsid:marinespecies.org:taxname:157563",66601,"Checked by Taxonomic Editor","accepted","Scoloplos acutus","(Verrill, 1873)",157563,"Scoloplos acutus","(Verrill, 1873)","Animalia","Annelida","Polychaeta",NA,"Orbiniidae","Scoloplos",NA,"acutus",NA,1,0,0,0
"140","16","1959","VI","B",1959-11-30,NA,"Saint John Harbour",-66.03123,45.21391,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",8,0,0.4,NA,NA,"Orbiniidae","Scoloplos acutus","Scoloplos acutus",NA,NA,NA,NA,157563,"exact","urn:lsid:marinespecies.org:taxname:157563",66601,"Checked by Taxonomic Editor","accepted","Scoloplos acutus","(Verrill, 1873)",157563,"Scoloplos acutus","(Verrill, 1873)","Animalia","Annelida","Polychaeta",NA,"Orbiniidae","Scoloplos",NA,"acutus",NA,1,0,0,0
"141","16","1959","X","C",1959-12-01,"7","Saint John Harbour",-66.04366,45.25478,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",1,0,2.8,NA,NA,"Orbiniidae","Scoloplos acutus","Scoloplos acutus",NA,NA,NA,NA,157563,"exact","urn:lsid:marinespecies.org:taxname:157563",66601,"Checked by Taxonomic Editor","accepted","Scoloplos acutus","(Verrill, 1873)",157563,"Scoloplos acutus","(Verrill, 1873)","Animalia","Annelida","Polychaeta",NA,"Orbiniidae","Scoloplos",NA,"acutus",NA,1,0,0,0
"142","16","1959","VII","C",1959-12-02,NA,"Saint John Harbour",-66.05597,45.24868,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",65,0,6.7,NA,NA,"Orbiniidae","Scoloplos acutus","Scoloplos acutus",NA,NA,NA,NA,157563,"exact","urn:lsid:marinespecies.org:taxname:157563",66601,"Checked by Taxonomic Editor","accepted","Scoloplos acutus","(Verrill, 1873)",157563,"Scoloplos acutus","(Verrill, 1873)","Animalia","Annelida","Polychaeta",NA,"Orbiniidae","Scoloplos",NA,"acutus",NA,1,0,0,0
"143","16","1959","VII","A",1959-12-02,NA,"Saint John Harbour",-66.05597,45.24868,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",41,0,14.5,NA,NA,"Orbiniidae","Scoloplos acutus","Scoloplos acutus",NA,NA,NA,NA,157563,"exact","urn:lsid:marinespecies.org:taxname:157563",66601,"Checked by Taxonomic Editor","accepted","Scoloplos acutus","(Verrill, 1873)",157563,"Scoloplos acutus","(Verrill, 1873)","Animalia","Annelida","Polychaeta",NA,"Orbiniidae","Scoloplos",NA,"acutus",NA,1,0,0,0
"144","16","1959","VIII","A",1959-11-30,NA,"Saint John Harbour",-66.06133,45.23699,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",56,0,25.6,NA,NA,"Orbiniidae","Scoloplos acutus","Scoloplos acutus",NA,NA,NA,NA,157563,"exact","urn:lsid:marinespecies.org:taxname:157563",66601,"Checked by Taxonomic Editor","accepted","Scoloplos acutus","(Verrill, 1873)",157563,"Scoloplos acutus","(Verrill, 1873)","Animalia","Annelida","Polychaeta",NA,"Orbiniidae","Scoloplos",NA,"acutus",NA,1,0,0,0
"145","16","1961","VIII","C",1961-10-26,"10","Saint John Harbour",-66.06133,45.23699,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",33,0,4.7,NA,NA,"Orbiniidae","Scoloplos acutus","Scoloplos acutus",NA,NA,NA,NA,157563,"exact","urn:lsid:marinespecies.org:taxname:157563",66601,"Checked by Taxonomic Editor","accepted","Scoloplos acutus","(Verrill, 1873)",157563,"Scoloplos acutus","(Verrill, 1873)","Animalia","Annelida","Polychaeta",NA,"Orbiniidae","Scoloplos",NA,"acutus",NA,1,0,0,0
"146","16","1961","V","B",1961-10-26,"11","Saint John Harbour",-66.03305,45.22846,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",12,0,2.1,NA,NA,"Orbiniidae","Scoloplos acutus","Scoloplos acutus",NA,NA,NA,NA,157563,"exact","urn:lsid:marinespecies.org:taxname:157563",66601,"Checked by Taxonomic Editor","accepted","Scoloplos acutus","(Verrill, 1873)",157563,"Scoloplos acutus","(Verrill, 1873)","Animalia","Annelida","Polychaeta",NA,"Orbiniidae","Scoloplos",NA,"acutus",NA,1,0,0,0
"147","17","1959","VIII","A",1959-11-30,NA,"Saint John Harbour",-66.06133,45.23699,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",12,0,11.2,NA,NA,"Sternaspidae","Sternaspis sp.","Sternaspis Otto, 1821 ",NA,NA,NA,NA,129644,"exact","urn:lsid:marinespecies.org:taxname:129644",67410,"Checked by Taxonomic Editor","accepted","Sternaspis","Otto, 1821",129644,"Sternaspis","Otto, 1821","Animalia","Annelida","Polychaeta","Terebellida","Sternaspidae","Sternaspis",NA,NA,NA,1,0,0,0
"148","17","1959","VII","A",1959-12-02,NA,"Saint John Harbour",-66.05597,45.24868,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",1,0,0.6,NA,NA,"Sternaspidae","Sternaspis sp.","Sternaspis Otto, 1821 ",NA,NA,NA,NA,129644,"exact","urn:lsid:marinespecies.org:taxname:129644",67410,"Checked by Taxonomic Editor","accepted","Sternaspis","Otto, 1821",129644,"Sternaspis","Otto, 1821","Animalia","Annelida","Polychaeta","Terebellida","Sternaspidae","Sternaspis",NA,NA,NA,1,0,0,0
"149","17","1959","VIII","C",1959-11-30,NA,"Saint John Harbour",-66.06133,45.23699,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",2,0,2,NA,NA,"Sternaspidae","Sternaspis sp.","Sternaspis Otto, 1821 ",NA,NA,NA,NA,129644,"exact","urn:lsid:marinespecies.org:taxname:129644",67410,"Checked by Taxonomic Editor","accepted","Sternaspis","Otto, 1821",129644,"Sternaspis","Otto, 1821","Animalia","Annelida","Polychaeta","Terebellida","Sternaspidae","Sternaspis",NA,NA,NA,1,0,0,0
"150","17","1959","VIII","B",1959-11-30,NA,"Saint John Harbour",-66.06133,45.23699,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",3,0,23,NA,NA,"Sternaspidae","Sternaspis sp.","Sternaspis Otto, 1821 ",NA,NA,NA,NA,129644,"exact","urn:lsid:marinespecies.org:taxname:129644",67410,"Checked by Taxonomic Editor","accepted","Sternaspis","Otto, 1821",129644,"Sternaspis","Otto, 1821","Animalia","Annelida","Polychaeta","Terebellida","Sternaspidae","Sternaspis",NA,NA,NA,1,0,0,0
"151","17","1959","VII","B",1959-12-02,NA,"Saint John Harbour",-66.05597,45.24868,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",6,0,1.7,NA,NA,"Sternaspidae","Sternaspis sp.","Sternaspis Otto, 1821 ",NA,NA,NA,NA,129644,"exact","urn:lsid:marinespecies.org:taxname:129644",67410,"Checked by Taxonomic Editor","accepted","Sternaspis","Otto, 1821",129644,"Sternaspis","Otto, 1821","Animalia","Annelida","Polychaeta","Terebellida","Sternaspidae","Sternaspis",NA,NA,NA,1,0,0,0
"152","17","1959","VI","A",1959-11-30,NA,"Saint John Harbour",-66.03123,45.21391,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",2,0,0,NA,NA,"Sternaspidae","Sternaspis sp.","Sternaspis Otto, 1821 ",NA,NA,NA,NA,129644,"exact","urn:lsid:marinespecies.org:taxname:129644",67410,"Checked by Taxonomic Editor","accepted","Sternaspis","Otto, 1821",129644,"Sternaspis","Otto, 1821","Animalia","Annelida","Polychaeta","Terebellida","Sternaspidae","Sternaspis",NA,NA,NA,1,0,0,0
"153","17","1959","IV","A",1959-12-01,"18","Saint John Harbour",-66.0436,45.24274,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",1,0,0,NA,NA,"Sternaspidae","Sternaspis sp.","Sternaspis Otto, 1821 ",NA,NA,NA,NA,129644,"exact","urn:lsid:marinespecies.org:taxname:129644",67410,"Checked by Taxonomic Editor","accepted","Sternaspis","Otto, 1821",129644,"Sternaspis","Otto, 1821","Animalia","Annelida","Polychaeta","Terebellida","Sternaspidae","Sternaspis",NA,NA,NA,1,0,0,0
"154","17","1961","VI","B",1961-10-26,"16","Saint John Harbour",-66.03123,45.21391,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",2,0,21.4,NA,NA,"Sternaspidae","Sternaspis sp.","Sternaspis Otto, 1821 ",NA,NA,NA,NA,129644,"exact","urn:lsid:marinespecies.org:taxname:129644",67410,"Checked by Taxonomic Editor","accepted","Sternaspis","Otto, 1821",129644,"Sternaspis","Otto, 1821","Animalia","Annelida","Polychaeta","Terebellida","Sternaspidae","Sternaspis",NA,NA,NA,1,0,0,0
